ts_code,name,latest_price,max_price_aug_oct,decline_pct,market,price_source
002564.SZ,天沃科技,6.38,9.84,-35.2,主板,longbridge
600180.SH,瑞茂通,3.22,4.97,-35.2,主板,longbridge
600192.SH,长城电工,8.36,12.9,-35.2,主板,longbridge
002881.SZ,美格智能,40.0,61.75,-35.2,主板,longbridge
688573.SH,信宇人,22.4,34.58,-35.2,科创板,longbridge
300213.SZ,佳讯飞鸿,7.91,12.2,-35.2,创业板,longbridge
688244.SH,永信至诚,19.37,29.9,-35.2,科创板,longbridge
002915.SZ,中欣氟材,21.28,32.84,-35.2,主板,longbridge
600333.SH,长春燃气,5.17,7.98,-35.2,主板,longbridge
001380.SZ,华纬科技,20.03,30.91,-35.2,主板,longbridge
002629.SZ,仁智股份,6.7,10.33,-35.1,主板,longbridge
003021.SZ,兆威机电,101.71,156.72,-35.1,主板,longbridge
600764.SH,中国海防,24.32,37.5,-35.1,主板,longbridge
000032.SZ,深桑达Ａ,18.55,28.6,-35.1,主板,longbridge
002786.SZ,银宝山新,7.2,11.08,-35.0,主板,longbridge
002550.SZ,千红制药,7.78,11.97,-35.0,主板,longbridge
001236.SZ,弘业期货,9.31,14.32,-35.0,主板,longbridge
600816.SH,建元信托,2.54,3.91,-35.0,主板,longbridge
300075.SZ,数字政通,12.7,19.54,-35.0,创业板,longbridge
300907.SZ,康平科技,29.1,44.79,-35.0,创业板,longbridge
603166.SH,福达股份,14.12,21.69,-34.9,主板,longbridge
002232.SZ,启明信息,18.32,28.16,-34.9,主板,longbridge
300274.SZ,阳光电源,132.75,203.88,-34.9,创业板,longbridge
300492.SZ,华图山鼎,53.02,81.45,-34.9,创业板,longbridge
002905.SZ,金逸影视,10.05,15.44,-34.9,主板,longbridge
688691.SH,灿芯股份,105.48,162.0,-34.9,科创板,longbridge
002075.SZ,沙钢股份,4.71,7.24,-34.9,主板,longbridge
603508.SH,思维列控,24.48,37.54,-34.8,主板,longbridge
300607.SZ,拓斯达,26.61,40.81,-34.8,创业板,longbridge
603106.SH,恒银科技,9.11,13.97,-34.8,主板,longbridge
002575.SZ,群兴玩具,6.54,10.03,-34.8,主板,longbridge
000503.SZ,国新健康,7.57,11.61,-34.8,主板,longbridge
001395.SZ,亚联机械,39.5,60.49,-34.7,主板,longbridge
300941.SZ,创识科技,20.12,30.8,-34.7,创业板,longbridge
301602.SZ,超研股份,19.24,29.48,-34.7,创业板,longbridge
603380.SH,易德龙,36.78,56.3,-34.7,主板,longbridge
300637.SZ,扬帆新材,11.87,18.18,-34.7,创业板,longbridge
603383.SH,顶点软件,32.18,49.27,-34.7,主板,longbridge
301141.SZ,中科磁业,53.53,81.9,-34.6,创业板,longbridge
002939.SZ,长城证券,9.2,14.07,-34.6,主板,longbridge
000058.SZ,深赛格,8.04,12.3,-34.6,主板,longbridge
688685.SH,迈信林,45.1,69.0,-34.6,科创板,longbridge
300547.SZ,川环科技,38.35,58.58,-34.5,创业板,longbridge
688596.SH,正帆科技,32.6,49.8,-34.5,科创板,longbridge
000501.SZ,武商集团,8.51,12.99,-34.5,主板,longbridge
603878.SH,武进不锈,8.26,12.61,-34.5,主板,longbridge
601086.SH,国芳集团,9.0,13.74,-34.5,主板,longbridge
600748.SH,上实发展,5.37,8.2,-34.5,主板,longbridge
300491.SZ,通合科技,27.13,41.4,-34.5,创业板,longbridge
300474.SZ,景嘉微,61.64,93.97,-34.4,创业板,longbridge
300188.SZ,国投智能,13.08,19.94,-34.4,创业板,longbridge
002401.SZ,中远海科,14.89,22.69,-34.4,主板,longbridge
301161.SZ,唯万密封,31.15,47.45,-34.4,创业板,longbridge
601177.SH,杭齿前进,14.76,22.5,-34.4,主板,longbridge
600809.SH,山西汾酒,139.5,212.5,-34.4,主板,longbridge
603177.SH,德创环保,11.52,17.55,-34.4,主板,longbridge
600779.SH,水井坊,32.7,49.88,-34.4,主板,longbridge
300248.SZ,新开普,10.49,16.0,-34.4,创业板,longbridge
300925.SZ,法本信息,18.48,28.12,-34.3,创业板,longbridge
688206.SH,概伦电子,33.46,50.9,-34.3,科创板,longbridge
002765.SZ,蓝黛科技,10.33,15.73,-34.3,主板,longbridge
002062.SZ,宏润建设,8.48,12.9,-34.3,主板,longbridge
300808.SZ,久量股份,24.81,37.77,-34.3,创业板,longbridge
000759.SZ,中百集团,5.63,8.55,-34.2,主板,longbridge
300255.SZ,常山药业,43.67,66.32,-34.2,创业板,longbridge
300543.SZ,朗科智能,9.84,14.95,-34.2,创业板,longbridge
600728.SH,佳都科技,5.63,8.55,-34.2,主板,longbridge
601136.SH,首创证券,16.32,24.81,-34.2,主板,longbridge
002901.SZ,大博医疗,43.78,66.5,-34.2,主板,longbridge
301502.SZ,华阳智能,45.92,69.76,-34.2,创业板,longbridge
300643.SZ,万通智控,18.03,27.4,-34.2,创业板,longbridge
300354.SZ,东华测试,37.06,56.2,-34.1,创业板,longbridge
600990.SH,四创电子,24.29,36.85,-34.1,主板,longbridge
002617.SZ,露笑科技,7.71,11.7,-34.1,主板,longbridge
688123.SH,聚辰股份,121.22,183.95,-34.1,科创板,longbridge
002304.SZ,洋河股份,49.74,75.5,-34.1,主板,longbridge
002900.SZ,哈三联,11.19,16.99,-34.1,主板,longbridge
301563.SZ,云汉芯城,168.52,255.85,-34.1,创业板,longbridge
603373.SH,安邦护卫,41.17,62.41,-34.0,主板,longbridge
300350.SZ,华鹏飞,5.21,7.89,-34.0,创业板,longbridge
600617.SH,国新能源,3.19,4.83,-34.0,主板,longbridge
002362.SZ,汉王科技,18.86,28.57,-34.0,主板,longbridge
002276.SZ,万马股份,14.48,21.95,-34.0,主板,longbridge
605333.SH,沪光股份,26.31,39.88,-34.0,主板,longbridge
300718.SZ,长盛轴承,72.45,109.78,-34.0,创业板,longbridge
300822.SZ,贝仕达克,14.19,21.49,-34.0,创业板,longbridge
301151.SZ,冠龙节能,18.82,28.5,-34.0,创业板,longbridge
002907.SZ,华森制药,14.21,21.52,-34.0,主板,longbridge
300126.SZ,锐奇股份,7.7,11.65,-33.9,创业板,longbridge
688798.SH,艾为电子,68.04,103.0,-33.9,科创板,longbridge
688665.SH,四方光电,47.89,72.42,-33.9,科创板,longbridge
002180.SZ,纳思达,17.77,26.85,-33.8,主板,longbridge
600831.SH,广电网络,3.5,5.29,-33.8,主板,longbridge
301622.SZ,英思特,63.93,96.55,-33.8,创业板,longbridge
300459.SZ,汤姆猫,4.13,6.24,-33.8,创业板,longbridge
688077.SH,大地熊,30.09,45.44,-33.8,科创板,longbridge
002354.SZ,天娱数科,5.74,8.67,-33.8,主板,longbridge
600570.SH,恒生电子,26.63,40.22,-33.8,主板,longbridge
600881.SH,亚泰集团,1.57,2.37,-33.8,主板,longbridge
301367.SZ,瑞迈特,69.12,104.43,-33.8,创业板,longbridge
688366.SH,昊海生科,39.1,58.97,-33.7,科创板,longbridge
600699.SH,均胜电子,26.5,39.98,-33.7,主板,longbridge
301601.SZ,惠通科技,23.95,36.14,-33.7,创业板,longbridge
600536.SH,中国软件,37.69,56.74,-33.6,主板,longbridge
002537.SZ,海联金汇,7.81,11.76,-33.6,主板,longbridge
002891.SZ,中宠股份,41.81,62.98,-33.6,主板,longbridge
002189.SZ,中光学,20.25,30.49,-33.6,主板,longbridge
002827.SZ,高争民爆,32.66,49.19,-33.6,主板,longbridge
600571.SH,信雅达,13.63,20.51,-33.5,主板,longbridge
300177.SZ,中海达,8.01,12.04,-33.5,创业板,longbridge
300295.SZ,三六五网,10.33,15.54,-33.5,创业板,longbridge
002094.SZ,青岛金王,6.32,9.5,-33.5,主板,longbridge
001222.SZ,源飞宠物,19.88,29.89,-33.5,主板,longbridge
301331.SZ,恩威医药,26.39,39.66,-33.5,创业板,longbridge
300894.SZ,火星人,9.92,14.91,-33.5,创业板,longbridge
300510.SZ,金冠股份,4.21,6.33,-33.5,创业板,longbridge
600895.SH,张江高科,37.04,55.6,-33.4,主板,longbridge
603363.SH,傲农生物,4.13,6.2,-33.4,主板,longbridge
300601.SZ,康泰生物,14.07,21.12,-33.4,创业板,longbridge
600706.SH,曲江文旅,9.51,14.29,-33.4,主板,longbridge
600322.SH,津投城开,2.41,3.62,-33.4,主板,longbridge
300403.SZ,汉宇集团,12.05,18.1,-33.4,创业板,longbridge
300169.SZ,天晟新材,5.91,8.88,-33.4,创业板,longbridge
600626.SH,申达股份,3.9,5.86,-33.4,主板,longbridge
300946.SZ,恒而达,46.67,69.95,-33.3,创业板,longbridge
600576.SH,祥源文旅,6.0,8.99,-33.3,主板,longbridge
300386.SZ,飞天诚信,14.45,21.68,-33.3,创业板,longbridge
300660.SZ,江苏雷利,44.0,66.0,-33.3,创业板,longbridge
688411.SH,海博思创,230.35,345.55,-33.3,科创板,longbridge
002642.SZ,荣联科技,8.0,12.0,-33.3,主板,longbridge
000882.SZ,华联股份,1.63,2.44,-33.2,主板,longbridge
300025.SZ,华星创业,5.24,7.84,-33.2,创业板,longbridge
002343.SZ,慈文传媒,6.39,9.57,-33.2,主板,longbridge
601089.SH,福元医药,22.39,33.5,-33.2,主板,longbridge
688085.SH,三友医疗,17.45,26.13,-33.2,科创板,longbridge
603119.SH,浙江荣泰,78.73,117.82,-33.2,主板,longbridge
300768.SZ,迪普科技,17.1,25.58,-33.2,创业板,longbridge
300229.SZ,拓尔思,18.71,28.01,-33.2,创业板,longbridge
002302.SZ,西部建设,5.59,8.35,-33.1,主板,longbridge
002277.SZ,友阿股份,5.77,8.63,-33.1,主板,longbridge
600423.SH,柳化股份,2.71,4.05,-33.1,主板,longbridge
600436.SH,片仔癀,146.31,218.57,-33.1,主板,longbridge
600513.SH,联环药业,21.12,31.58,-33.1,主板,longbridge
600857.SH,宁波中百,12.03,17.99,-33.1,主板,longbridge
603669.SH,灵康药业,4.43,6.62,-33.1,主板,longbridge
600774.SH,汉商集团,8.7,13.0,-33.1,主板,longbridge
605009.SH,豪悦护理,28.52,42.66,-33.1,主板,longbridge
601881.SH,中国银河,12.92,19.27,-33.0,主板,longbridge
688078.SH,龙软科技,24.27,36.25,-33.0,科创板,longbridge
000536.SZ,华映科技,4.26,6.36,-33.0,主板,longbridge
002423.SZ,中粮资本,10.25,15.3,-33.0,主板,longbridge
688489.SH,三未信安,39.84,59.5,-33.0,科创板,longbridge
603903.SH,中持股份,11.8,17.6,-33.0,主板,longbridge
688276.SH,百克生物,17.62,26.3,-33.0,科创板,longbridge
000712.SZ,锦龙股份,10.6,15.82,-33.0,主板,longbridge
301383.SZ,天键股份,29.34,43.76,-33.0,创业板,longbridge
002481.SZ,双塔食品,4.45,6.64,-33.0,主板,longbridge
688030.SH,山石网科,15.56,23.18,-32.9,科创板,longbridge
002368.SZ,太极股份,20.98,31.25,-32.9,主板,longbridge
301011.SZ,华立科技,22.13,32.99,-32.9,创业板,longbridge
300261.SZ,雅本化学,6.11,9.1,-32.9,创业板,longbridge
300278.SZ,华昌达,4.66,6.95,-32.9,创业板,longbridge
300825.SZ,阿尔特,9.01,13.42,-32.9,创业板,longbridge
300536.SZ,农尚环境,7.99,11.9,-32.9,创业板,longbridge
300698.SZ,万马科技,36.64,54.58,-32.9,创业板,longbridge
300284.SZ,苏交科,6.75,10.05,-32.8,创业板,longbridge
603238.SH,诺邦股份,15.87,23.6,-32.8,主板,longbridge
600651.SH,飞乐音响,6.85,10.2,-32.8,主板,longbridge
300294.SZ,博雅生物,18.84,27.99,-32.7,创业板,longbridge
688111.SH,金山办公,247.55,367.77,-32.7,科创板,longbridge
600121.SH,郑州煤电,4.09,6.08,-32.7,主板,longbridge
688121.SH,卓然股份,10.82,16.08,-32.7,科创板,longbridge
300662.SZ,科锐国际,24.28,36.0,-32.6,创业板,longbridge
300130.SZ,新国都,23.84,35.37,-32.6,创业板,longbridge
300705.SZ,九典制药,13.93,20.66,-32.6,创业板,longbridge
301101.SZ,明月镜片,34.86,51.74,-32.6,创业板,longbridge
002020.SZ,京新药业,15.25,22.62,-32.6,主板,longbridge
002605.SZ,姚记科技,20.88,30.99,-32.6,主板,longbridge
000997.SZ,新大陆,21.26,31.49,-32.5,主板,longbridge
000837.SZ,秦川机床,11.0,16.3,-32.5,主板,longbridge
600104.SH,上汽集团,13.92,20.63,-32.5,主板,longbridge
002577.SZ,雷柏科技,15.63,23.17,-32.5,主板,longbridge
000403.SZ,派林生物,12.91,19.13,-32.5,主板,longbridge
688499.SH,利元亨,53.89,79.88,-32.5,科创板,longbridge
301048.SZ,金鹰重工,10.93,16.2,-32.5,创业板,longbridge
002303.SZ,美盈森,3.34,4.94,-32.4,主板,longbridge
688220.SH,翱捷科技-U,82.8,122.4,-32.4,科创板,longbridge
301600.SZ,慧翰股份,108.0,159.66,-32.4,创业板,longbridge
600438.SH,通威股份,17.61,26.02,-32.3,主板,longbridge
688018.SH,乐鑫科技,152.7,225.6,-32.3,科创板,longbridge
600882.SH,妙可蓝多,19.25,28.43,-32.3,主板,longbridge
300015.SZ,爱尔眼科,9.46,13.95,-32.2,创业板,longbridge
603728.SH,鸣志电器,59.66,88.0,-32.2,主板,longbridge
300786.SZ,国林科技,15.0,22.14,-32.2,创业板,longbridge
300256.SZ,星星科技,3.51,5.18,-32.2,创业板,longbridge
688128.SH,中国电研,25.97,38.29,-32.2,科创板,longbridge
300675.SZ,建科院,15.2,22.43,-32.2,创业板,longbridge
688696.SH,极米科技,92.21,135.91,-32.2,科创板,longbridge
002392.SZ,北京利尔,7.15,10.54,-32.2,主板,longbridge
301008.SZ,宏昌科技,37.36,55.05,-32.1,创业板,longbridge
002558.SZ,巨人网络,32.34,47.66,-32.1,主板,longbridge
600053.SH,九鼎投资,15.32,22.55,-32.1,主板,longbridge
002022.SZ,科华生物,5.74,8.45,-32.1,主板,longbridge
002086.SZ,东方海洋,2.03,2.99,-32.1,主板,longbridge
603662.SH,柯力传感,57.33,84.49,-32.1,主板,longbridge
688299.SH,长阳科技,17.81,26.22,-32.1,科创板,longbridge
301208.SZ,中亦科技,35.01,51.54,-32.1,创业板,longbridge
600843.SH,上工申贝,9.56,14.05,-32.0,主板,longbridge
000665.SZ,湖北广电,4.75,6.99,-32.0,主板,longbridge
300809.SZ,华辰装备,35.71,52.5,-32.0,创业板,longbridge
300892.SZ,品渥食品,28.47,41.88,-32.0,创业板,longbridge
300515.SZ,三德科技,18.62,27.4,-32.0,创业板,longbridge
002184.SZ,海得控制,11.74,17.27,-32.0,主板,longbridge
600604.SH,市北高新,4.88,7.18,-32.0,主板,longbridge
688091.SH,上海谊众,56.95,83.6,-31.9,科创板,longbridge
688190.SH,云路股份,89.45,131.42,-31.9,科创板,longbridge
605288.SH,凯迪股份,85.6,125.67,-31.9,主板,longbridge
600405.SH,动力源,5.21,7.65,-31.9,主板,longbridge
300199.SZ,翰宇药业,21.25,31.19,-31.9,创业板,longbridge
603236.SH,移远通信,77.0,113.04,-31.9,主板,longbridge
002530.SZ,金财互联,9.21,13.5,-31.8,主板,longbridge
688529.SH,豪森智能,18.42,27.0,-31.8,科创板,longbridge
002896.SZ,中大力德,74.59,109.35,-31.8,主板,longbridge
688695.SH,中创股份,24.04,35.26,-31.8,科创板,longbridge
600580.SH,卧龙电驱,38.81,56.87,-31.8,主板,longbridge
601696.SH,中银证券,12.55,18.4,-31.8,主板,longbridge
688393.SH,安必平,23.6,34.58,-31.8,科创板,longbridge
002068.SZ,黑猫股份,8.76,12.83,-31.7,主板,longbridge
301004.SZ,嘉益股份,50.48,73.9,-31.7,创业板,longbridge
600495.SH,晋西车轴,4.37,6.4,-31.7,主板,longbridge
600239.SH,云南城投,2.05,3.0,-31.7,主板,longbridge
300024.SZ,机器人,15.03,22.0,-31.7,创业板,longbridge
688561.SH,奇安信-U,30.24,44.26,-31.7,科创板,longbridge
600366.SH,宁波韵升,12.61,18.45,-31.7,主板,longbridge
300795.SZ,米奥会展,11.74,17.18,-31.7,创业板,longbridge
002977.SZ,天箭科技,29.54,43.26,-31.7,主板,longbridge
002609.SZ,捷顺科技,8.4,12.3,-31.7,主板,longbridge
300645.SZ,正元智慧,17.02,24.93,-31.7,创业板,longbridge
300059.SZ,东方财富,20.04,29.36,-31.7,创业板,longbridge
300830.SZ,金现代,10.94,15.99,-31.6,创业板,longbridge
688327.SH,云从科技-UW,13.26,19.38,-31.6,科创板,longbridge
603879.SH,永悦科技,5.37,7.85,-31.6,主板,longbridge
002065.SZ,东华软件,8.45,12.35,-31.6,主板,longbridge
603893.SH,瑞芯微,170.93,249.99,-31.6,主板,longbridge
603219.SH,富佳股份,16.27,23.77,-31.6,主板,longbridge
688252.SH,天德钰,21.53,31.47,-31.6,科创板,longbridge
300709.SZ,精研科技,42.06,61.5,-31.6,创业板,longbridge
002186.SZ,全聚德,10.46,15.29,-31.6,主板,longbridge
002989.SZ,中天精装,27.2,39.7,-31.5,主板,longbridge
688192.SH,迪哲医药-U,59.06,86.18,-31.5,科创板,longbridge
300076.SZ,GQY视讯,4.76,6.95,-31.5,创业板,longbridge
002857.SZ,三晖电气,21.36,31.2,-31.5,主板,longbridge
301592.SZ,六九一二,126.52,184.31,-31.4,创业板,longbridge
001285.SZ,瑞立科密,54.76,79.8,-31.4,主板,longbridge
300676.SZ,华大基因,39.87,58.09,-31.4,创业板,longbridge
301121.SZ,紫建电子,38.1,55.55,-31.4,创业板,longbridge
688317.SH,之江生物,20.24,29.49,-31.4,科创板,longbridge
600199.SH,金种子酒,8.06,11.75,-31.4,主板,longbridge
600793.SH,宜宾纸业,18.71,27.28,-31.4,主板,longbridge
300458.SZ,全志科技,38.36,55.9,-31.4,创业板,longbridge
601579.SH,会稽山,18.85,27.49,-31.4,主板,longbridge
600593.SH,大连圣亚,36.34,53.0,-31.4,主板,longbridge
688321.SH,微芯生物,30.9,44.99,-31.3,科创板,longbridge
301311.SZ,昆船智能,16.82,24.49,-31.3,创业板,longbridge
301581.SZ,黄山谷捷,47.04,68.5,-31.3,创业板,longbridge
688584.SH,上海合晶,20.36,29.65,-31.3,科创板,longbridge
300043.SZ,星辉娱乐,5.63,8.19,-31.3,创业板,longbridge
600729.SH,重庆百货,22.32,32.48,-31.3,主板,longbridge
603395.SH,红四方,27.86,40.55,-31.3,主板,longbridge
688271.SH,联影医疗,112.98,164.5,-31.3,科创板,longbridge
600588.SH,用友网络,12.38,17.99,-31.2,主板,longbridge
600697.SH,欧亚集团,11.75,17.08,-31.2,主板,longbridge
605188.SH,国光连锁,17.48,25.41,-31.2,主板,longbridge
002695.SZ,煌上煌,11.33,16.48,-31.2,主板,longbridge
688981.SH,中芯国际,105.23,153.0,-31.2,科创板,longbridge
600161.SH,天坛生物,15.18,22.08,-31.2,主板,longbridge
300956.SZ,英力股份,15.38,22.35,-31.2,创业板,longbridge
001328.SZ,登康口腔,32.19,46.8,-31.2,主板,longbridge
301275.SZ,汉朔科技,41.65,60.45,-31.1,创业板,longbridge
600653.SH,申华控股,1.75,2.54,-31.1,主板,longbridge
002847.SZ,盐津铺子,54.05,78.41,-31.1,主板,longbridge
301668.SZ,昊创瑞通,51.65,75.0,-31.1,创业板,longbridge
000617.SZ,中油资本,9.43,13.69,-31.1,主板,longbridge
600557.SH,康缘药业,13.92,20.2,-31.1,主板,longbridge
002908.SZ,德生科技,9.16,13.29,-31.1,主板,longbridge
603086.SH,先达股份,7.63,11.05,-31.0,主板,longbridge
600000.SH,浦发银行,9.86,14.29,-31.0,主板,longbridge
688049.SH,炬芯科技,47.12,68.33,-31.0,科创板,longbridge
002048.SZ,宁波华翔,28.0,40.6,-31.0,主板,longbridge
603589.SH,口子窖,24.73,35.79,-30.9,主板,longbridge
300374.SZ,中铁装配,14.05,20.32,-30.9,创业板,longbridge
600315.SH,上海家化,20.56,29.75,-30.9,主板,longbridge
300748.SZ,金力永磁,33.0,47.77,-30.9,创业板,longbridge
600760.SH,中航沈飞,50.93,73.66,-30.9,主板,longbridge
600635.SH,大众公用,5.38,7.79,-30.9,主板,longbridge
002553.SZ,南方精工,25.24,36.5,-30.8,主板,longbridge
603101.SH,汇嘉时代,9.95,14.38,-30.8,主板,longbridge
688236.SH,春立医疗,20.55,29.67,-30.7,科创板,longbridge
301421.SZ,波长光电,98.53,142.09,-30.7,创业板,longbridge
600318.SH,新力金融,7.9,11.4,-30.7,主板,longbridge
601618.SH,中国中冶,2.98,4.3,-30.7,主板,longbridge
300582.SZ,英飞特,13.03,18.78,-30.6,创业板,longbridge
688484.SH,南芯科技,37.26,53.68,-30.6,科创板,longbridge
002298.SZ,中电鑫龙,10.4,14.99,-30.6,主板,longbridge
688686.SH,奥普特,108.89,156.87,-30.6,科创板,longbridge
002625.SZ,光启技术,39.87,57.49,-30.6,主板,longbridge
300833.SZ,浩洋股份,34.26,49.4,-30.6,创业板,longbridge
603337.SH,杰克科技,39.8,57.33,-30.6,主板,longbridge
001356.SZ,富岭股份,11.11,16.0,-30.6,主板,longbridge
688609.SH,九联科技,8.71,12.53,-30.5,科创板,longbridge
600684.SH,珠江股份,4.61,6.63,-30.5,主板,longbridge
600197.SH,伊力特,11.95,17.2,-30.5,主板,longbridge
600818.SH,中路股份,8.44,12.14,-30.5,主板,longbridge
002721.SZ,金一文化,3.01,4.33,-30.5,主板,longbridge
300733.SZ,西菱动力,18.05,25.98,-30.5,创业板,longbridge
688278.SH,特宝生物,64.6,92.98,-30.5,科创板,longbridge
600606.SH,绿地控股,1.48,2.13,-30.5,主板,longbridge
003029.SZ,吉大正元,21.55,31.0,-30.5,主板,longbridge
688360.SH,德马科技,19.12,27.5,-30.5,科创板,longbridge
300066.SZ,三川智慧,6.54,9.41,-30.5,创业板,longbridge
300021.SZ,大禹节水,4.3,6.18,-30.4,创业板,longbridge
301596.SZ,瑞迪智驱,69.91,100.48,-30.4,创业板,longbridge
001696.SZ,宗申动力,19.5,28.0,-30.4,主板,longbridge
301108.SZ,洁雅股份,27.45,39.43,-30.4,创业板,longbridge
603679.SH,华体科技,14.16,20.35,-30.4,主板,longbridge
000911.SZ,广农糖业,5.78,8.3,-30.4,主板,longbridge
000567.SZ,海德股份,5.34,7.67,-30.4,主板,longbridge
300979.SZ,华利集团,42.88,61.58,-30.4,创业板,longbridge
300752.SZ,隆利科技,19.38,27.86,-30.4,创业板,longbridge
300631.SZ,久吾高科,27.56,39.61,-30.4,创业板,longbridge
605398.SH,新炬网络,27.45,39.4,-30.3,主板,longbridge
603611.SH,诺力股份,20.57,29.5,-30.3,主板,longbridge
300793.SZ,佳禾智能,14.4,20.67,-30.3,创业板,longbridge
600171.SH,上海贝岭,27.87,40.0,-30.3,主板,longbridge
000521.SZ,长虹美菱,5.7,8.18,-30.3,主板,longbridge
600933.SH,爱柯迪,17.06,24.49,-30.3,主板,longbridge
002535.SZ,林州重机,3.45,4.95,-30.3,主板,longbridge
002101.SZ,广东鸿图,10.35,14.86,-30.3,主板,longbridge
301007.SZ,德迈仕,35.23,50.5,-30.2,创业板,longbridge
603222.SH,济民健康,10.54,15.1,-30.2,主板,longbridge
300353.SZ,东土科技,20.1,28.78,-30.2,创业板,longbridge
300994.SZ,久祺股份,15.17,21.73,-30.2,创业板,longbridge
300678.SZ,中科信息,28.93,41.43,-30.2,创业板,longbridge
688363.SH,华熙生物,43.2,61.85,-30.2,科创板,longbridge
605259.SH,绿田机械,21.12,30.24,-30.2,主板,longbridge
300650.SZ,太龙股份,16.07,22.99,-30.1,创业板,longbridge
300430.SZ,诚益通,18.09,25.88,-30.1,创业板,longbridge
001207.SZ,联科科技,19.64,28.11,-30.1,主板,longbridge
301316.SZ,慧博云通,47.31,67.66,-30.1,创业板,longbridge
603059.SH,倍加洁,34.6,49.47,-30.1,主板,longbridge
002920.SZ,德赛西威,107.81,154.17,-30.1,主板,longbridge
301229.SZ,纽泰格,18.61,26.57,-30.0,创业板,longbridge
300926.SZ,博俊科技,25.7,36.7,-30.0,创业板,longbridge
300595.SZ,欧普康视,13.99,19.98,-30.0,创业板,longbridge
300127.SZ,银河磁体,30.43,43.5,-30.0,创业板,longbridge
301335.SZ,天元宠物,26.59,37.96,-30.0,创业板,longbridge
300077.SZ,国民技术,21.97,31.39,-30.0,创业板,longbridge
003038.SZ,鑫铂股份,15.11,21.59,-30.0,主板,longbridge
688566.SH,吉贝尔,31.3,44.68,-29.9,科创板,longbridge
688755.SH,汉邦科技,38.53,54.96,-29.9,科创板,longbridge
688757.SH,胜科纳米,25.91,36.98,-29.9,科创板,longbridge
002942.SZ,新农股份,19.29,27.5,-29.9,主板,longbridge
000568.SZ,泸州老窖,101.2,144.28,-29.9,主板,longbridge
603719.SH,良品铺子,10.11,14.42,-29.9,主板,longbridge
000678.SZ,襄阳轴承,12.27,17.5,-29.9,主板,longbridge
002311.SZ,海大集团,48.09,68.48,-29.8,主板,longbridge
300275.SZ,梅安森,11.08,15.78,-29.8,创业板,longbridge
603019.SH,中科曙光,89.92,128.12,-29.8,主板,longbridge
601689.SH,拓普集团,60.97,86.88,-29.8,主板,longbridge
000009.SZ,中国宝安,8.98,12.79,-29.8,主板,longbridge
300679.SZ,电连技术,43.14,61.48,-29.8,创业板,longbridge
002249.SZ,大洋电机,9.44,13.45,-29.8,主板,longbridge
600835.SH,上海机电,22.88,32.58,-29.8,主板,longbridge
300674.SZ,宇信科技,20.54,29.26,-29.8,创业板,longbridge
603883.SH,老百姓,13.73,19.54,-29.7,主板,longbridge
688698.SH,伟创电气,69.13,98.35,-29.7,科创板,longbridge
600657.SH,信达地产,3.12,4.44,-29.7,主板,longbridge
300128.SZ,锦富技术,6.1,8.68,-29.7,创业板,longbridge
301177.SZ,迪阿股份,29.02,41.27,-29.7,创业板,longbridge
688203.SH,海正生材,12.39,17.63,-29.7,科创板,longbridge
300233.SZ,金城医药,15.8,22.47,-29.7,创业板,longbridge
600797.SH,浙大网新,9.36,13.29,-29.6,主板,longbridge
603025.SH,大豪科技,15.35,21.8,-29.6,主板,longbridge
603193.SH,润本股份,24.38,34.63,-29.6,主板,longbridge
688505.SH,复旦张江,7.88,11.2,-29.6,科创板,longbridge
688099.SH,晶晨股份,83.3,118.38,-29.6,科创板,longbridge
688255.SH,凯尔达,30.15,42.8,-29.6,科创板,longbridge
600170.SH,上海建工,2.73,3.88,-29.6,主板,longbridge
300482.SZ,万孚生物,17.78,25.27,-29.6,创业板,longbridge
000099.SZ,中信海直,18.32,26.0,-29.5,主板,longbridge
603366.SH,日出东方,8.76,12.43,-29.5,主板,longbridge
688553.SH,汇宇制药-W,19.94,28.28,-29.5,科创板,longbridge
688449.SH,联芸科技,48.62,69.0,-29.5,科创板,longbridge
300753.SZ,爱朋医疗,28.18,40.0,-29.5,创业板,longbridge
688310.SH,迈得医疗,15.8,22.42,-29.5,科创板,longbridge
688105.SH,诺唯赞,18.86,26.77,-29.5,科创板,longbridge
600416.SH,湘电股份,12.33,17.49,-29.5,主板,longbridge
600284.SH,浦东建设,7.51,10.65,-29.5,主板,longbridge
002321.SZ,华英农业,2.19,3.1,-29.4,主板,longbridge
301263.SZ,泰恩康,28.95,40.98,-29.4,创业板,longbridge
301080.SZ,百普赛斯,48.06,68.1,-29.4,创业板,longbridge
301397.SZ,溯联股份,36.09,51.15,-29.4,创业板,longbridge
688767.SH,博拓生物,35.28,50.0,-29.4,科创板,longbridge
688458.SH,美芯晟,36.45,51.65,-29.4,科创板,longbridge
003005.SZ,竞业达,18.08,25.6,-29.4,主板,longbridge
003033.SZ,征和工业,61.68,87.34,-29.4,主板,longbridge
603339.SH,四方科技,13.39,18.97,-29.4,主板,longbridge
688613.SH,奥精医疗,21.09,29.88,-29.4,科创板,longbridge
603207.SH,小方制药,27.88,39.47,-29.4,主板,longbridge
600458.SH,时代新材,11.98,16.98,-29.4,主板,longbridge
600543.SH,莫高股份,4.78,6.77,-29.4,主板,longbridge
688232.SH,新点软件,22.44,31.73,-29.3,科创板,longbridge
