ts_code,name,latest_price,max_price_aug_oct,decline_pct,market,price_source
301586.SZ,佳力奇,44.01,62.25,-29.3,创业板,longbridge
002562.SZ,兄弟科技,5.91,8.36,-29.3,主板,longbridge
002722.SZ,物产金轮,14.77,20.89,-29.3,主板,longbridge
301190.SZ,善水科技,22.21,31.42,-29.3,创业板,longbridge
688639.SH,华恒生物,28.06,39.66,-29.2,科创板,longbridge
603178.SH,圣龙股份,17.42,24.59,-29.2,主板,longbridge
605179.SH,一鸣食品,18.05,25.5,-29.2,主板,longbridge
000716.SZ,黑芝麻,5.1,7.19,-29.1,主板,longbridge
603811.SH,诚意药业,12.03,16.97,-29.1,主板,longbridge
688133.SH,泰坦科技,21.76,30.7,-29.1,科创板,longbridge
002027.SZ,分众传媒,6.21,8.76,-29.1,主板,longbridge
688729.SH,屹唐股份,23.37,32.98,-29.1,科创板,longbridge
600611.SH,大众交通,4.72,6.66,-29.1,主板,longbridge
002127.SZ,南极电商,2.78,3.92,-29.1,主板,longbridge
002421.SZ,达实智能,2.87,4.05,-29.1,主板,longbridge
300370.SZ,安控科技,2.51,3.54,-29.1,创业板,longbridge
300957.SZ,贝泰妮,36.78,51.8,-29.0,创业板,longbridge
600810.SH,神马股份,8.64,12.17,-29.0,主板,longbridge
603089.SH,正裕工业,12.85,18.1,-29.0,主板,longbridge
002748.SZ,世龙实业,12.28,17.29,-29.0,主板,longbridge
600048.SH,保利发展,6.07,8.55,-29.0,主板,longbridge
000887.SZ,中鼎股份,18.95,26.68,-29.0,主板,longbridge
688728.SH,格科微,13.45,18.94,-29.0,科创板,longbridge
601137.SH,博威合金,20.24,28.51,-29.0,主板,longbridge
688095.SH,福昕软件,76.3,107.4,-29.0,科创板,longbridge
300910.SZ,瑞丰新材,46.67,65.76,-29.0,创业板,longbridge
603197.SH,保隆科技,33.37,46.99,-29.0,主板,longbridge
688399.SH,硕世生物,57.0,80.3,-29.0,科创板,longbridge
603038.SH,华立股份,16.62,23.38,-28.9,主板,longbridge
688181.SH,八亿时空,33.28,46.8,-28.9,科创板,longbridge
300644.SZ,南京聚隆,30.34,42.67,-28.9,创业板,longbridge
300968.SZ,格林精密,12.14,17.07,-28.9,创业板,longbridge
300245.SZ,天玑科技,14.06,19.78,-28.9,创业板,longbridge
300271.SZ,华宇软件,6.69,9.41,-28.9,创业板,longbridge
301389.SZ,隆扬电子,58.0,81.58,-28.9,创业板,longbridge
603176.SH,汇通集团,5.5,7.74,-28.9,主板,longbridge
600559.SH,老白干酒,13.49,18.98,-28.9,主板,longbridge
300891.SZ,惠云钛业,8.44,11.87,-28.9,创业板,longbridge
300529.SZ,健帆生物,17.55,24.66,-28.8,创业板,longbridge
600833.SH,第一医药,11.42,16.05,-28.8,主板,longbridge
688721.SH,龙图光罩,41.85,58.74,-28.8,科创板,longbridge
300706.SZ,阿石创,37.71,52.98,-28.8,创业板,longbridge
603583.SH,捷昌驱动,33.42,46.95,-28.8,主板,longbridge
605218.SH,伟时电子,18.66,26.19,-28.8,主板,longbridge
688235.SH,百济神州,246.5,346.0,-28.8,科创板,longbridge
600178.SH,东安动力,11.39,16.0,-28.8,主板,longbridge
002095.SZ,生意宝,16.65,23.34,-28.7,主板,longbridge
300727.SZ,润禾材料,34.76,48.78,-28.7,创业板,longbridge
300981.SZ,中红医疗,13.45,18.87,-28.7,创业板,longbridge
300577.SZ,开润股份,18.81,26.37,-28.7,创业板,longbridge
603266.SH,天龙股份,19.98,28.03,-28.7,主板,longbridge
301210.SZ,金杨精密,40.19,56.36,-28.7,创业板,longbridge
603617.SH,君禾股份,7.42,10.39,-28.6,主板,longbridge
301110.SZ,青木科技,61.41,86.0,-28.6,创业板,longbridge
002659.SZ,凯文教育,5.12,7.17,-28.6,主板,longbridge
688247.SH,宣泰医药,9.39,13.15,-28.6,科创板,longbridge
688249.SH,晶合集成,29.83,41.8,-28.6,科创板,longbridge
603027.SH,千禾味业,9.47,13.25,-28.5,主板,longbridge
300947.SZ,德必集团,17.09,23.89,-28.5,创业板,longbridge
688369.SH,致远互联,25.17,35.18,-28.5,科创板,longbridge
000757.SZ,浩物股份,4.7,6.57,-28.5,主板,longbridge
600006.SH,东风股份,6.39,8.94,-28.5,主板,longbridge
300797.SZ,钢研纳克,15.65,21.9,-28.5,创业板,longbridge
300013.SZ,新宁物流,3.72,5.2,-28.5,创业板,longbridge
002278.SZ,神开股份,11.36,15.88,-28.5,主板,longbridge
601788.SH,光大证券,15.48,21.65,-28.5,主板,longbridge
000868.SZ,安凯客车,4.34,6.07,-28.5,主板,longbridge
601011.SH,宝泰隆,3.15,4.4,-28.4,主板,longbridge
603168.SH,莎普爱思,6.51,9.09,-28.4,主板,longbridge
001323.SZ,慕思股份,23.59,32.95,-28.4,主板,longbridge
301209.SZ,联合化学,95.13,132.86,-28.4,创业板,longbridge
600802.SH,福建水泥,5.59,7.81,-28.4,主板,longbridge
605138.SH,盛泰集团,6.77,9.45,-28.4,主板,longbridge
688082.SH,盛美上海,157.4,219.8,-28.4,科创板,longbridge
300778.SZ,新城市,12.89,18.01,-28.4,创业板,longbridge
000721.SZ,西安饮食,8.09,11.3,-28.4,主板,longbridge
300411.SZ,金盾股份,10.84,15.13,-28.4,创业板,longbridge
002093.SZ,国脉科技,9.7,13.54,-28.4,主板,longbridge
301277.SZ,新天地,11.95,16.68,-28.4,创业板,longbridge
300359.SZ,全通教育,4.95,6.9,-28.3,创业板,longbridge
001201.SZ,东瑞股份,13.22,18.45,-28.3,主板,longbridge
300094.SZ,国联水产,3.12,4.35,-28.3,创业板,longbridge
603257.SH,中国瑞林,59.5,82.95,-28.3,主板,longbridge
600168.SH,武汉控股,4.87,6.79,-28.3,主板,longbridge
300984.SZ,金沃股份,59.02,82.16,-28.2,创业板,longbridge
603210.SH,泰鸿万立,16.62,23.16,-28.2,主板,longbridge
600826.SH,兰生股份,9.5,13.24,-28.2,主板,longbridge
600143.SH,金发科技,17.29,24.08,-28.2,主板,longbridge
603277.SH,银都股份,14.43,20.11,-28.2,主板,longbridge
688210.SH,统联精密,47.46,66.0,-28.1,科创板,longbridge
688582.SH,芯动联科,63.98,88.95,-28.1,科创板,longbridge
300638.SZ,广和通,25.79,35.86,-28.1,创业板,longbridge
603230.SH,内蒙新华,11.16,15.53,-28.1,主板,longbridge
300796.SZ,贝斯美,9.08,12.63,-28.1,创业板,longbridge
603181.SH,皇马科技,15.02,20.88,-28.1,主板,longbridge
300258.SZ,精锻科技,12.92,17.97,-28.1,创业板,longbridge
601727.SH,上海电气,8.07,11.22,-28.1,主板,longbridge
600612.SH,老凤祥,41.57,57.72,-28.0,主板,longbridge
300074.SZ,华平股份,4.07,5.65,-28.0,创业板,longbridge
601717.SH,中创智领,19.94,27.69,-28.0,主板,longbridge
301533.SZ,威马农机,32.63,45.32,-28.0,创业板,longbridge
002883.SZ,中设股份,9.45,13.13,-28.0,主板,longbridge
601003.SH,柳钢股份,4.64,6.44,-28.0,主板,longbridge
300537.SZ,广信材料,22.5,31.25,-28.0,创业板,longbridge
002599.SZ,盛通股份,7.01,9.74,-28.0,主板,longbridge
600839.SH,四川长虹,9.21,12.8,-28.0,主板,longbridge
600848.SH,上海临港,9.53,13.23,-28.0,主板,longbridge
000852.SZ,石化机械,6.73,9.34,-27.9,主板,longbridge
301199.SZ,迈赫股份,22.92,31.8,-27.9,创业板,longbridge
688506.SH,百利天恒,298.39,414.02,-27.9,科创板,longbridge
301320.SZ,豪江智能,17.17,23.8,-27.9,创业板,longbridge
002103.SZ,广博股份,8.16,11.32,-27.9,主板,longbridge
300396.SZ,迪瑞医疗,11.41,15.82,-27.9,创业板,longbridge
301089.SZ,拓新药业,27.73,38.45,-27.9,创业板,longbridge
600211.SH,西藏药业,41.89,57.98,-27.8,主板,longbridge
600712.SH,南宁百货,5.97,8.27,-27.8,主板,longbridge
601777.SH,千里科技,10.0,13.86,-27.8,主板,longbridge
688198.SH,佰仁医疗,93.74,129.9,-27.8,科创板,longbridge
300702.SZ,天宇股份,22.53,31.2,-27.8,创业板,longbridge
300583.SZ,赛托生物,13.99,19.39,-27.8,创业板,longbridge
300124.SZ,汇川技术,65.66,91.0,-27.8,创业板,longbridge
605337.SH,李子园,11.01,15.25,-27.8,主板,longbridge
600515.SH,海南机场,3.63,5.03,-27.8,主板,longbridge
600650.SH,锦江在线,12.8,17.7,-27.7,主板,longbridge
300805.SZ,电声股份,10.58,14.64,-27.7,创业板,longbridge
600822.SH,上海物贸,9.82,13.59,-27.7,主板,longbridge
002117.SZ,东港股份,10.11,13.98,-27.7,主板,longbridge
002425.SZ,凯撒文化,3.24,4.48,-27.7,主板,longbridge
300121.SZ,阳谷华泰,12.93,17.88,-27.7,创业板,longbridge
605108.SH,同庆楼,16.65,22.99,-27.6,主板,longbridge
603194.SH,中力股份,33.96,46.88,-27.6,主板,longbridge
688219.SH,会通股份,11.12,15.36,-27.6,科创板,longbridge
600353.SH,旭光电子,15.6,21.55,-27.6,主板,longbridge
688349.SH,三一重能,24.26,33.52,-27.6,科创板,longbridge
300298.SZ,三诺生物,15.8,21.83,-27.6,创业板,longbridge
002207.SZ,准油股份,7.14,9.86,-27.6,主板,longbridge
688522.SH,纳睿雷达,36.91,50.98,-27.6,科创板,longbridge
688290.SH,景业智能,54.5,75.25,-27.6,科创板,longbridge
600255.SH,鑫科材料,3.65,5.04,-27.6,主板,longbridge
300586.SZ,美联新材,10.6,14.64,-27.6,创业板,longbridge
688029.SH,南微医学,73.54,101.61,-27.6,科创板,longbridge
300735.SZ,光弘科技,23.84,32.87,-27.5,创业板,longbridge
600861.SH,北京人力,16.32,22.5,-27.5,主板,longbridge
688168.SH,安博通,81.93,112.98,-27.5,科创板,longbridge
301339.SZ,通行宝,13.35,18.42,-27.5,创业板,longbridge
002799.SZ,环球印务,8.11,11.18,-27.5,主板,longbridge
605319.SH,无锡振华,27.9,38.43,-27.4,主板,longbridge
605228.SH,神通科技,14.91,20.54,-27.4,主板,longbridge
603677.SH,奇精机械,15.56,21.44,-27.4,主板,longbridge
688197.SH,首药控股-U,41.3,56.86,-27.4,科创板,longbridge
000963.SZ,华东医药,34.45,47.36,-27.3,主板,longbridge
002172.SZ,澳洋健康,3.78,5.2,-27.3,主板,longbridge
601933.SH,永辉超市,4.11,5.65,-27.3,主板,longbridge
301139.SZ,元道通信,18.23,25.06,-27.3,创业板,longbridge
000625.SZ,长安汽车,10.06,13.84,-27.3,主板,longbridge
002410.SZ,广联达,11.61,15.96,-27.3,主板,longbridge
688073.SH,毕得医药,60.29,82.88,-27.3,科创板,longbridge
000826.SZ,启迪环境,1.94,2.67,-27.3,主板,longbridge
601609.SH,金田股份,10.73,14.75,-27.3,主板,longbridge
601138.SH,工业富联,60.97,83.88,-27.3,主板,longbridge
000055.SZ,方大集团,3.44,4.73,-27.3,主板,longbridge
601865.SH,福莱特,14.22,19.53,-27.2,主板,longbridge
002040.SZ,南京港,9.91,13.62,-27.2,主板,longbridge
001279.SZ,强邦新材,31.22,42.9,-27.2,主板,longbridge
002688.SZ,金河生物,5.87,8.06,-27.2,主板,longbridge
002737.SZ,葵花药业,12.23,16.79,-27.2,主板,longbridge
300534.SZ,陇神戎发,9.39,12.9,-27.2,创业板,longbridge
000626.SZ,远大控股,8.38,11.51,-27.2,主板,longbridge
605077.SH,华康股份,14.72,20.2,-27.1,主板,longbridge
688557.SH,兰剑智能,32.53,44.6,-27.1,科创板,longbridge
600708.SH,光明地产,3.29,4.51,-27.1,主板,longbridge
300966.SZ,共同药业,21.7,29.77,-27.1,创业板,longbridge
600681.SH,百川能源,3.98,5.46,-27.1,主板,longbridge
300314.SZ,戴维医疗,12.69,17.4,-27.1,创业板,longbridge
301318.SZ,维海德,27.25,37.36,-27.1,创业板,longbridge
000948.SZ,南天信息,15.67,21.5,-27.1,主板,longbridge
300457.SZ,赢合科技,28.78,39.49,-27.1,创业板,longbridge
600567.SH,山鹰国际,1.53,2.1,-27.1,主板,longbridge
300641.SZ,正丹股份,18.86,25.85,-27.0,创业板,longbridge
300690.SZ,双一科技,32.17,44.08,-27.0,创业板,longbridge
300940.SZ,南极光,23.7,32.45,-27.0,创业板,longbridge
603255.SH,鼎际得,29.9,40.95,-27.0,主板,longbridge
300224.SZ,正海磁材,15.0,20.56,-27.0,创业板,longbridge
002734.SZ,利民股份,17.25,23.63,-27.0,主板,longbridge
300321.SZ,同大股份,35.63,48.8,-27.0,创业板,longbridge
000519.SZ,中兵红箭,17.76,24.32,-27.0,主板,longbridge
688230.SH,芯导科技,65.48,89.68,-27.0,科创板,longbridge
002088.SZ,鲁阳节能,10.15,13.9,-27.0,主板,longbridge
301380.SZ,挖金客,33.74,46.2,-27.0,创业板,longbridge
001301.SZ,尚太科技,74.67,102.32,-27.0,主板,longbridge
300549.SZ,优德精密,17.38,23.8,-27.0,创业板,longbridge
002641.SZ,公元股份,4.1,5.61,-26.9,主板,longbridge
600979.SH,广安爱众,4.4,6.02,-26.9,主板,longbridge
688006.SH,杭可科技,31.87,43.6,-26.9,科创板,longbridge
000011.SZ,深物业A,8.51,11.64,-26.9,主板,longbridge
301036.SZ,双乐股份,28.67,39.2,-26.9,创业板,longbridge
603198.SH,迎驾贡酒,34.57,47.27,-26.9,主板,longbridge
688225.SH,亚信安全,16.97,23.21,-26.9,科创板,longbridge
000753.SZ,漳州发展,6.58,9.0,-26.9,主板,longbridge
688750.SH,金天钛业,18.8,25.73,-26.9,科创板,longbridge
301173.SZ,毓恬冠佳,43.75,59.87,-26.9,创业板,longbridge
688151.SH,华强科技,20.82,28.47,-26.9,科创板,longbridge
002215.SZ,诺普信,10.07,13.75,-26.8,主板,longbridge
601008.SH,连云港,4.83,6.6,-26.8,主板,longbridge
300299.SZ,富春股份,5.91,8.07,-26.8,创业板,longbridge
000932.SZ,华菱钢铁,5.05,6.9,-26.8,主板,longbridge
603080.SH,新疆火炬,21.24,29.0,-26.8,主板,longbridge
301131.SZ,聚赛龙,42.5,58.08,-26.8,创业板,longbridge
001269.SZ,欧晶科技,22.61,30.89,-26.8,主板,longbridge
601099.SH,太平洋,3.82,5.22,-26.8,主板,longbridge
002139.SZ,拓邦股份,12.43,16.95,-26.7,主板,longbridge
002130.SZ,沃尔核材,25.62,34.97,-26.7,主板,longbridge
300824.SZ,北鼎股份,10.3,14.06,-26.7,创业板,longbridge
002154.SZ,报喜鸟,3.68,5.02,-26.7,主板,longbridge
002472.SZ,双环传动,39.19,53.5,-26.7,主板,longbridge
000045.SZ,深纺织Ａ,11.97,16.34,-26.7,主板,longbridge
600016.SH,民生银行,3.71,5.06,-26.7,主板,longbridge
002225.SZ,濮耐股份,5.66,7.71,-26.6,主板,longbridge
603863.SH,松炀资源,18.34,24.98,-26.6,主板,longbridge
300519.SZ,新光药业,14.95,20.36,-26.6,创业板,longbridge
002979.SZ,雷赛智能,39.89,54.37,-26.6,主板,longbridge
300485.SZ,赛升药业,11.93,16.25,-26.6,创业板,longbridge
300877.SZ,金春股份,27.81,37.88,-26.6,创业板,longbridge
002649.SZ,博彦科技,11.99,16.34,-26.6,主板,longbridge
600173.SH,卧龙新能,7.99,10.89,-26.6,主板,longbridge
600621.SH,华鑫股份,14.18,19.3,-26.5,主板,longbridge
000989.SZ,九芝堂,9.51,12.93,-26.5,主板,longbridge
301202.SZ,朗威股份,41.53,56.5,-26.5,创业板,longbridge
300235.SZ,方直科技,13.8,18.77,-26.5,创业板,longbridge
002674.SZ,兴业科技,13.68,18.6,-26.5,主板,longbridge
301487.SZ,盟固利,22.63,30.8,-26.5,创业板,longbridge
002019.SZ,亿帆医药,12.25,16.66,-26.5,主板,longbridge
000795.SZ,英洛华,9.33,12.69,-26.5,主板,longbridge
300288.SZ,朗玛信息,12.77,17.37,-26.5,创业板,longbridge
603258.SH,电魂网络,17.97,24.45,-26.5,主板,longbridge
300031.SZ,宝通科技,21.46,29.18,-26.5,创业板,longbridge
002932.SZ,明德生物,17.09,23.23,-26.4,主板,longbridge
603956.SH,威派格,5.71,7.76,-26.4,主板,longbridge
300865.SZ,大宏立,27.77,37.74,-26.4,创业板,longbridge
688507.SH,索辰科技,91.32,124.0,-26.4,科创板,longbridge
300494.SZ,盛天网络,11.83,16.08,-26.4,创业板,longbridge
002691.SZ,冀凯股份,7.29,9.9,-26.4,主板,longbridge
002315.SZ,焦点科技,42.33,57.47,-26.3,主板,longbridge
002053.SZ,云南能投,11.3,15.33,-26.3,主板,longbridge
301618.SZ,长联科技,48.58,65.89,-26.3,创业板,longbridge
603676.SH,卫信康,10.25,13.91,-26.3,主板,longbridge
600603.SH,广汇物流,7.1,9.63,-26.3,主板,longbridge
300253.SZ,卫宁健康,8.52,11.56,-26.3,创业板,longbridge
600085.SH,同仁堂,27.73,37.57,-26.2,主板,longbridge
601956.SH,东贝集团,6.74,9.13,-26.2,主板,longbridge
300341.SZ,麦克奥迪,15.09,20.45,-26.2,创业板,longbridge
300850.SZ,新强联,42.57,57.71,-26.2,创业板,longbridge
301270.SZ,汉仪股份,35.77,48.47,-26.2,创业板,longbridge
600081.SH,东风科技,11.05,14.97,-26.2,主板,longbridge
001388.SZ,信通电子,39.56,53.6,-26.2,主板,longbridge
300722.SZ,新余国科,30.98,41.98,-26.2,创业板,longbridge
603341.SH,龙旗科技,38.95,52.8,-26.2,主板,longbridge
601456.SH,国联民生,9.33,12.65,-26.2,主板,longbridge
000796.SZ,凯撒旅业,5.44,7.37,-26.2,主板,longbridge
300192.SZ,科德教育,20.49,27.78,-26.2,创业板,longbridge
600794.SH,保税科技,3.6,4.88,-26.2,主板,longbridge
002941.SZ,新疆交建,15.97,21.61,-26.1,主板,longbridge
300840.SZ,酷特智能,19.53,26.42,-26.1,创业板,longbridge
688612.SH,威迈斯,31.24,42.26,-26.1,科创板,longbridge
002110.SZ,三钢闽光,3.71,5.02,-26.1,主板,longbridge
300181.SZ,佐力药业,15.57,21.07,-26.1,创业板,longbridge
002584.SZ,西陇科学,7.62,10.31,-26.1,主板,longbridge
001282.SZ,三联锻造,21.05,28.5,-26.1,主板,longbridge
300363.SZ,博腾股份,21.79,29.5,-26.1,创业板,longbridge
300348.SZ,长亮科技,13.82,18.68,-26.0,创业板,longbridge
688298.SH,东方生物,22.63,30.6,-26.0,科创板,longbridge
002893.SZ,京能热力,10.21,13.8,-26.0,主板,longbridge
002352.SZ,顺丰控股,36.7,49.6,-26.0,主板,longbridge
300014.SZ,亿纬锂能,69.85,94.44,-26.0,创业板,longbridge
600939.SH,重庆建工,2.88,3.89,-26.0,主板,longbridge
300708.SZ,聚灿光电,9.88,13.36,-26.0,创业板,longbridge
300897.SZ,山科智能,25.91,35.01,-26.0,创业板,longbridge
002317.SZ,众生药业,18.43,24.92,-26.0,主板,longbridge
001390.SZ,古麒绒材,21.74,29.33,-25.9,主板,longbridge
603319.SH,美湖股份,34.97,47.17,-25.9,主板,longbridge
600422.SH,昆药集团,11.17,15.08,-25.9,主板,longbridge
688026.SH,洁特生物,16.06,21.66,-25.9,科创板,longbridge
300388.SZ,节能国祯,7.91,10.68,-25.9,创业板,longbridge
002459.SZ,晶澳科技,10.98,14.82,-25.9,主板,longbridge
600830.SH,香溢融通,8.82,11.9,-25.9,主板,longbridge
603117.SH,万林物流,4.52,6.1,-25.9,主板,longbridge
001914.SZ,招商积余,10.07,13.59,-25.9,主板,longbridge
002085.SZ,万丰奥威,14.56,19.64,-25.9,主板,longbridge
688526.SH,科前生物,15.1,20.39,-25.9,科创板,longbridge
000572.SZ,海马汽车,5.74,7.75,-25.9,主板,longbridge
600579.SH,中化装备,7.95,10.72,-25.8,主板,longbridge
600480.SH,凌云股份,11.54,15.55,-25.8,主板,longbridge
301376.SZ,致欧科技,16.11,21.7,-25.8,创业板,longbridge
605158.SH,华达新材,7.38,9.94,-25.8,主板,longbridge
300250.SZ,初灵信息,21.86,29.48,-25.8,创业板,longbridge
002036.SZ,联创电子,9.12,12.29,-25.8,主板,longbridge
301227.SZ,森鹰窗业,35.79,48.22,-25.8,创业板,longbridge
001332.SZ,锡装股份,55.68,75.0,-25.8,主板,longbridge
301267.SZ,华厦眼科,17.04,22.95,-25.8,创业板,longbridge
002191.SZ,劲嘉股份,3.66,4.93,-25.8,主板,longbridge
301613.SZ,新铝时代,47.48,64.0,-25.8,创业板,longbridge
300611.SZ,美力科技,27.74,37.33,-25.7,创业板,longbridge
000061.SZ,农产品,7.43,10.0,-25.7,主板,longbridge
688538.SH,和辉光电-U,2.28,3.07,-25.7,科创板,longbridge
300069.SZ,金利华电,22.85,30.77,-25.7,创业板,longbridge
000034.SZ,神州数码,36.69,49.4,-25.7,主板,longbridge
300901.SZ,中胤时尚,14.38,19.36,-25.7,创业板,longbridge
002520.SZ,日发精机,5.67,7.63,-25.7,主板,longbridge
600386.SH,北巴传媒,4.01,5.4,-25.7,主板,longbridge
603093.SH,南华期货,20.18,27.15,-25.7,主板,longbridge
688259.SH,创耀科技,37.87,50.95,-25.7,科创板,longbridge
300451.SZ,创业慧康,4.48,6.03,-25.7,创业板,longbridge
300847.SZ,中船汉光,15.72,21.16,-25.7,创业板,longbridge
603313.SH,梦百合,7.8,10.48,-25.6,主板,longbridge
688621.SH,阳光诺和,64.35,86.5,-25.6,科创板,longbridge
601066.SH,中信建投,21.84,29.37,-25.6,主板,longbridge
300222.SZ,科大智能,11.21,15.07,-25.6,创业板,longbridge
300433.SZ,蓝思科技,25.99,34.95,-25.6,创业板,longbridge
688332.SH,中科蓝讯,128.76,173.0,-25.6,科创板,longbridge
600073.SH,光明肉业,5.89,7.92,-25.6,主板,longbridge
688288.SH,鸿泉技术,26.08,35.0,-25.5,科创板,longbridge
300717.SZ,华信新材,20.76,27.85,-25.5,创业板,longbridge
000886.SZ,海南高速,5.67,7.61,-25.5,主板,longbridge
600281.SH,华阳新材,5.58,7.49,-25.5,主板,longbridge
688722.SH,同益中,17.85,23.96,-25.5,科创板,longbridge
600133.SH,东湖高新,8.75,11.75,-25.5,主板,longbridge
300441.SZ,鲍斯股份,7.21,9.68,-25.5,创业板,longbridge
002997.SZ,瑞鹄模具,32.67,43.85,-25.5,主板,longbridge
002736.SZ,国信证券,12.09,16.22,-25.5,主板,longbridge
300496.SZ,中科创达,61.34,82.29,-25.5,创业板,longbridge
600303.SH,曙光股份,3.04,4.08,-25.5,主板,longbridge
300624.SZ,万兴科技,70.85,95.0,-25.4,创业板,longbridge
688004.SH,博汇科技,22.15,29.7,-25.4,科创板,longbridge
300106.SZ,西部牧业,9.73,13.04,-25.4,创业板,longbridge
000860.SZ,顺鑫农业,12.91,17.3,-25.4,主板,longbridge
600733.SH,北汽蓝谷,7.22,9.68,-25.4,主板,longbridge
301261.SZ,恒工精密,77.9,104.44,-25.4,创业板,longbridge
688213.SH,思特威-W,95.32,127.81,-25.4,科创板,longbridge
300067.SZ,安诺其,4.21,5.64,-25.4,创业板,longbridge
301158.SZ,德石股份,22.96,30.79,-25.4,创业板,longbridge
300766.SZ,每日互动,38.81,52.0,-25.4,创业板,longbridge
601766.SH,中国中车,6.15,8.23,-25.3,主板,longbridge
603273.SH,天元智能,17.91,23.98,-25.3,主板,longbridge
300633.SZ,开立医疗,28.19,37.73,-25.3,创业板,longbridge
000953.SZ,河化股份,6.53,8.74,-25.3,主板,longbridge
300357.SZ,我武生物,26.76,35.84,-25.3,创业板,longbridge
688093.SH,世华科技,33.95,45.47,-25.3,科创板,longbridge
000965.SZ,天保基建,3.65,4.88,-25.2,主板,longbridge
300080.SZ,易成新能,4.65,6.22,-25.2,创业板,longbridge
002882.SZ,金龙羽,30.66,41.0,-25.2,主板,longbridge
301633.SZ,港迪技术,63.08,84.3,-25.2,创业板,longbridge
002928.SZ,华夏航空,8.45,11.29,-25.2,主板,longbridge
603755.SH,日辰股份,28.71,38.4,-25.2,主板,longbridge
002205.SZ,国统股份,12.76,17.07,-25.2,主板,longbridge
600730.SH,中国高科,8.6,11.49,-25.2,主板,longbridge
000737.SZ,北方铜业,14.12,18.88,-25.2,主板,longbridge
000801.SZ,四川九洲,14.19,18.96,-25.2,主板,longbridge
300397.SZ,天和防务,11.97,16.0,-25.2,创业板,longbridge
300420.SZ,五洋自控,3.69,4.93,-25.2,创业板,longbridge
600363.SH,联创光电,53.85,72.0,-25.2,主板,longbridge
002646.SZ,天佑德酒,7.94,10.61,-25.2,主板,longbridge
301234.SZ,五洲医疗,39.21,52.32,-25.1,创业板,longbridge
600771.SH,广誉远,17.35,23.16,-25.1,主板,longbridge
300220.SZ,金运激光,14.17,18.93,-25.1,创业板,longbridge
300562.SZ,乐心医疗,13.31,17.77,-25.1,创业板,longbridge
002698.SZ,博实股份,13.93,18.6,-25.1,主板,longbridge
000576.SZ,甘化科工,9.8,13.09,-25.1,主板,longbridge
000819.SZ,岳阳兴长,15.73,21.0,-25.1,主板,longbridge
600630.SH,龙头股份,7.98,10.66,-25.1,主板,longbridge
688709.SH,成都华微,44.5,59.39,-25.1,科创板,longbridge
002675.SZ,东诚药业,14.0,18.68,-25.1,主板,longbridge
603859.SH,能科科技,39.69,53.02,-25.1,主板,longbridge
001318.SZ,阳光乳业,13.59,18.14,-25.1,主板,longbridge
002337.SZ,赛象科技,6.16,8.21,-25.0,主板,longbridge
603725.SH,天安新材,9.17,12.22,-25.0,主板,longbridge
301126.SZ,达嘉维康,11.18,14.9,-25.0,创业板,longbridge
000970.SZ,中科三环,12.19,16.25,-25.0,主板,longbridge
600113.SH,XD浙江东,47.19,62.94,-25.0,主板,longbridge
300701.SZ,森霸传感,11.97,15.95,-25.0,创业板,longbridge
688218.SH,江苏北人,24.33,32.42,-25.0,科创板,longbridge
002366.SZ,融发核电,7.22,9.62,-24.9,主板,longbridge
688132.SH,邦彦技术,17.13,22.8,-24.9,科创板,longbridge
688657.SH,浩辰软件,49.57,66.02,-24.9,科创板,longbridge
301178.SZ,天亿马,55.2,73.53,-24.9,创业板,longbridge
300238.SZ,冠昊生物,15.0,19.98,-24.9,创业板,longbridge
002583.SZ,海能达,10.85,14.44,-24.9,主板,longbridge
603305.SH,旭升集团,15.25,20.3,-24.9,主板,longbridge
001314.SZ,亿道信息,43.56,58.0,-24.9,主板,longbridge
601608.SH,中信重工,6.27,8.35,-24.9,主板,longbridge
301024.SZ,霍普股份,39.03,52.0,-24.9,创业板,longbridge
600327.SH,大东方,3.9,5.19,-24.9,主板,longbridge
300550.SZ,和仁科技,11.48,15.28,-24.9,创业板,longbridge
600997.SH,开滦股份,5.66,7.54,-24.9,主板,longbridge
301489.SZ,思泉新材,219.2,291.91,-24.9,创业板,longbridge
300820.SZ,英杰电气,46.84,62.36,-24.9,创业板,longbridge
003037.SZ,三和管桩,7.13,9.5,-24.9,主板,longbridge
603511.SH,爱慕股份,14.09,18.74,-24.8,主板,longbridge
001212.SZ,中旗新材,48.81,64.9,-24.8,主板,longbridge
002673.SZ,西部证券,7.36,9.79,-24.8,主板,longbridge
300860.SZ,锋尚文化,24.06,31.98,-24.8,创业板,longbridge
603800.SH,洪田股份,47.49,63.18,-24.8,主板,longbridge
603529.SH,爱玛科技,28.84,38.35,-24.8,主板,longbridge
300876.SZ,蒙泰高新,26.77,35.59,-24.8,创业板,longbridge
300575.SZ,中旗股份,6.02,7.99,-24.7,创业板,longbridge
603758.SH,秦安股份,13.16,17.48,-24.7,主板,longbridge
300959.SZ,线上线下,87.4,116.05,-24.7,创业板,longbridge
300781.SZ,因赛集团,36.13,47.98,-24.7,创业板,longbridge
603232.SH,格尔软件,20.11,26.7,-24.7,主板,longbridge
688103.SH,国力电子,59.32,78.8,-24.7,科创板,longbridge
603035.SH,常熟汽饰,14.42,19.14,-24.7,主板,longbridge
002120.SZ,韵达股份,6.82,9.06,-24.7,主板,longbridge
